source,author,title,description,url,urlToImage,publishedAt,content,source_name
"{'id': None, 'name': 'Knoxville News Sentinel'}",Knox News | The Knoxville News-Sentinel,Why five SEC teams could make College Football Playoff. Just finish 10-2 | Adams,"Missouri and Ole Miss have the toughest schedules of the playoff contenders. Oklahoma has the hardest, and Alabama has the next most difficult.",https://www.knoxnews.com/story/sports/columnists/university-of-tennessee/john-adams/2024/08/01/sec-college-football-playoff-finish-10-2-tennessee-georgia-alabama/74493030007/,https://s.yimg.com/ny/api/res/1.2/zghMcfyvLRg.mjeQvpylaQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/knox-news-the-knoxville-news-sentinel/0d572dba7c3a0dc92f808a78ec5acb5d,2024-08-01T09:02:14Z,"The SEC has never been accused of rushing into conference competition in football. This season wont be any different.
The first big Saturday of college football will be Aug. 31. But the SEC wont beg… [+3683 chars]",Knoxville News Sentinel
"{'id': None, 'name': 'Sky Sports'}",Adam Bate,How Oxford won promotion and what's next under Buckingham,"""To stand on the Wembley steps with the trophy, overlooking 35,000 of our fans, that is something that will stay with me for life,"" Des Buckingham tells Sky Sports. The boy from Oxford had taken his team into the Championship.",https://www.skysports.com/football/news/18939/13188052/des-buckingham-exclusive-interview-oxford-united-boss-on-promotion-and-why-he-is-excited-for-what-comes-next,https://e0.365dm.com/24/06/1600x900/skysports-championship-football_6591474.jpg?20240626130350,2024-08-01T09:00:00Z,"""To stand on the Wembley steps with the trophy, overlooking 35,000 of our fans, that is something that will stay with me for life,"" Des Buckingham tells Sky Sports. The boy from Oxford had taken his … [+8249 chars]",Sky Sports
"{'id': None, 'name': 'NDTV News'}",Agence France-Presse,Manchester City Fined 2 Million Pounds For Delaying Kick-Offs,The longest delay was two minutes and 46 seconds for the start of the final game of the season against West Ham.,https://sports.ndtv.com/football/manchester-city-fined-2-million-pounds-for-delaying-kick-offs-6238201,"https://c.ndtvimg.com/2024-04/ot2u18s8_manchester-city-afp_625x300_21_April_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",2024-08-01T07:59:06Z,"Manchester City have been fined £2.09 million ($2.68 million, 2.48 million euros) by the Premier League for 22 instances of delaying the kick-off or restart of matches, it was announced Wednesday. Th… [+1635 chars]",NDTV News
"{'id': None, 'name': 'SB Nation'}",Fitzie,"The Hoddle of Coffee: Tottenham Hotspur news and links for Thursday, August 1",A look at the month ahead,https://cartilagefreecaptain.sbnation.com/2024/8/1/24208276/the-hoddle-of-coffee-tottenham-hotspur-news-and-links-for-thursday-august-1,https://cdn.vox-cdn.com/thumbor/vj3W7DyaJHb78kOyD0kFWP-Bn3g=/0x0:3088x1617/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25549671/2154418087.jpg,2024-08-01T06:30:00Z,"Photo by Visionhaus/Getty Images

 

 A look at the month ahead good morning ! 
Finally, finally - Tottenham Hotspur football is BACK!
After an eternity away, Spurs will be playing meaningful matche… [+1172 chars]",SB Nation
"{'id': None, 'name': 'Sonyalpharumors.com'}",SonyAlpha Admin,"Press text: Sony, NFL launch new technology partnership","More info at electronics.sony.com/sonyxnfl Press text: Sony, NFL launch new technology partnership The National Football League and Sony announced today a partnership naming Sony as an official technology partner of the NFL, as well as the new official headph…",https://www.sonyalpharumors.com/press-text-sony-nfl-launch-new-technology-partnership/,,2024-08-01T05:58:41Z,"More info at electronics.sony.com/sonyxnfl
Press text:
Sony, NFL launch new technology partnership
The National Football League and Sony announced today a partnership naming Sony as an official te… [+5577 chars]",Sonyalpharumors.com
"{'id': None, 'name': 'Arsenal.com'}",,Ticket info: Arsenal v Leicester City,All the information you need regarding tickets for our Premier League match against Leicester City,https://www.arsenal.com/tickets/arsenal/2024-Sep-28/leicester-city,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/Emirates%20Stadiujm.jpg?h=510a89ce&auto=webp&itok=Y2v0N7J_,2024-08-01T05:18:28Z,"Below is ticketing information for our Premier League fixture against Leicester City at the Emirates Stadium on Saturday, September 28 at 15.00pm.
This will be a Category C fixture (pricing and info… [+4495 chars]",Arsenal.com
"{'id': None, 'name': 'SB Nation'}",LJSKnutsen,When football was better...,Nobody can say that following Sunderland AFC is or was boring!,https://rokerreport.sbnation.com/2024/8/1/24210289/when-football-was-better,https://cdn.vox-cdn.com/thumbor/-OKMbhGcmAwT71xNgV8O1Q9m_yc=/0x0:1200x628/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25554404/650962982.0.jpg,2024-08-01T05:00:00Z,"Nobody can say that following Sunderland AFC is or was boring! Do you ever get the impression when watching football, especially games in the English Premier League, that you are a consumer of a poli… [+4901 chars]",SB Nation
"{'id': None, 'name': 'Sky Sports'}",Anton Toloui,'Replacing Salah would be no easy feat for Liverpool',"If Liverpool do eventually move on from Mo Salah, Wednesday's win over Arsenal is a reminder success will not be easy without him, writes Anton Toloui.",https://www.skysports.com/football/news/11669/13188470/liverpool-replacing-mo-salah-would-be-no-easy-feat-for-the-reds,https://e0.365dm.com/24/07/1600x900/skysports-mo-salah-liverpool_6634000.jpg?20240720185333,2024-08-01T04:20:00Z,"If Liverpool do eventually move on from Mo Salah, Wednesday's win over Arsenal is a reminder success will not be easy without him.
Their games in the US, missing some of the club's biggest names, we… [+2398 chars]",Sky Sports
"{'id': None, 'name': 'Arsenal.com'}",,Odegaard feels we'll peak at the perfect time,Get the view from the changing room following our game against Liverpool in Philadelphia,https://www.arsenal.com/news/odegaard-feels-well-peak-perfect-time,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/odegaard-liverpool-philly.png?h=d5fbcb48&auto=webp&itok=I5YPG_d0,2024-08-01T03:14:00Z,"With three games in the USA now in the bag, Martin Odegaard believes he and his teammates are on the right track to hit their peak performance levels with the Premier League campaign just over two we… [+2516 chars]",Arsenal.com
"{'id': None, 'name': 'CNA'}",,McClaren appointed head coach of Jamaica's Reggae Boyz,"Steve McClaren was hired as head coach of Jamaica's men's national soccer team on Wednesday, the Jamaican Football Federation (JFF) said.The former England national team and Premier League manager joins the ""Reggae Boyz"" after head coach Heimir Hallgrimsson a…",https://www.channelnewsasia.com/sport/mcclaren-appointed-head-coach-jamaicas-reggae-boyz-4518956,"https://onecms-res.cloudinary.com/image/upload/s---PlgOIWS--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2024-08-01t020221z_2_lynxmpek7018z_rtroptp_3_soccer-england-mun-ars-report.jpg?itok=cbtQONgl",2024-08-01T02:02:21Z,"Steve McClaren was hired as head coach of Jamaica's men's national soccer team on Wednesday, the Jamaican Football Federation (JFF) said.
The former England national team and Premier League manager … [+1172 chars]",CNA
"{'id': None, 'name': 'Arsenal.com'}",,Report: Liverpool 2-1 Arsenal,Our pre-season tour of the USA ended in defeat as Liverpool got the better of us in front of a packed house in Philadelphia,https://www.arsenal.com/fixture/arsenal/2024-Jul-31/liverpool-arsenal-match-report,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/martinelli-liverpool-philly.png?h=3c8f2bed&auto=webp&itok=DaK9dszy,2024-08-01T01:40:00Z,"Our pre-season tour of the USA ended in defeat as Liverpool got the better of us in front of a packed house in Philadelphia
Goals from Mohamed Salah and Fabio Carvalho gave the Reds a healthy lead a… [+3345 chars]",Arsenal.com
"{'id': None, 'name': 'Japan Today'}",,Manchester City fined over £2 million for delayed kick-offs,"Manchester City have been fined £2.09 million ($2.68 million, 2.48 million euros) by the Premier League for 22 instances of delaying the kick-off or restart of matches, it was announced Wednesday. The English champions have accepted the punishment, which rela…",https://japantoday.com/category/sports/manchester-city-fined-over-%C2%A32-million-for-delayed-kick-offs,,2024-07-31T21:51:16Z,"Manchester City have been fined £2.09 million ($2.68 million, 2.48 million euros) by the Premier League for 22 instances of delaying the kick-off or restart of matches, it was announced Wednesday.
T… [+1554 chars]",Japan Today
"{'id': None, 'name': 'SB Nation'}",Geoffrey Blunt,How have Everton Academy players done in the preseason matches so far? (Pt 1),"In the first part of this segment we look at Dixon, Campbell, Welch and Onyango after the three friendlies",https://royalbluemersey.sbnation.com/2024/7/31/24210255/how-have-everton-academy-players-done-preseason-matches-roman-dixon-elijah-campbell-welch-onyango,https://cdn.vox-cdn.com/thumbor/oAxl4xmodcfiTWPMdVBQ0weiPko=/0x355:4969x2957/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25553413/2163954205.jpg,2024-07-31T20:09:30Z,"Roman Dixon making the step up against Coventry City | Photo by Bradley Collyer/PA Images via Getty Images

 

 In the first part of this segment we look at Dixon, Campbell, Welch and Onyango after … [+6763 chars]",SB Nation
"{'id': None, 'name': 'Starcommunity.com.au'}",Jin Hui,Brookers bring heat on a dreary day,"A sign of a good team is how well they respond. Whether that’s to a coach’s message, a challenge or […]",https://berwicknews.starcommunity.com.au/sport/2024-08-01/brookers-bring-heat-on-a-dreary-day/,https://berwicknews.starcommunity.com.au/files/2024/08/OEpremGCme_421606_20.jpg,2024-07-31T19:00:48Z,"By Marcus Uhe
A sign of a good team is how well they respond. 
Whether thats to a coachs message, a challenge or adversity, a team builds its reputation on how it tackles circumstances not in their… [+7834 chars]",Starcommunity.com.au
"{'id': 'fox-sports', 'name': 'Fox Sports'}",,"Jürgen Klopp publicly shuts door on taking new coaching job amid USA, England openings","In some of his first public comments since leaving Liverpool, Jürgen Klopp made it clear he is not looking to take a new coaching job any time soon despite links to the USMNT and England jobs.",https://www.foxsports.com/stories/soccer/jurgen-klopp-publicly-shuts-door-taking-new-coaching-job-amid-usa-england-openings,https://a57.foxsports.com/statics.foxsports.com/www.foxsports.com/content/uploads/2024/07/1408/814/Klopp.jpg?ve=1&tl=1,2024-07-31T18:50:45Z,"If Jürgen Klopp coaches high-level soccer again, it won't be for the United States or England men's national teams.
Instead, Klopp reportedly hinted strongly that his coaching days may be over when … [+2626 chars]",Fox Sports
"{'id': None, 'name': 'BBC News'}",BBC Sport,Manchester City fined over £2m for delaying games,Manchester City are fined more than £2m for regularly delaying the start of matches and kick-off in the second half over the past two seasons.,https://www.bbc.com/sport/football/articles/c51ynrngl71o,https://ichef.bbci.co.uk/news/1024/branded_sport/0b97/live/b215f560-4f56-11ef-b4de-73433bd58c7f.jpg,2024-07-31T17:21:29Z,"Manchester City have been fined more than £2m for delaying Premier League kick-offs and restarts 22 times over the past two seasons.
The club accepted they had breached Premier League rules when the… [+1764 chars]",BBC News
"{'id': None, 'name': 'BroBible'}",Grayson Weir,Texas A&M QB Conner Weigman Told Bold-Faced Lie While Guaranteeing A Win Over Texas Longhorns,Texas A&M quarterback Conner Weigman made the bold decision to guarantee a win over Texas ahead of the Longhorns’ first season in the Southeastern Conference. He also told a bold-faced lie while doing so. The 20-year-old signal-caller actually used to root fo…,https://brobible.com/sports/article/conner-weigman-texas-am-guarantee-win-lie-aggies-longhorns/,https://brobible.com/wp-content/uploads/2024/07/conner-weigman-texas-guarantee-win-lie.jpg,2024-07-31T16:29:45Z,"Getty Image
Texas A&amp;M quarterback Conner Weigman made the bold decision to guarantee a win over Texas ahead of the Longhorns’ first season in the Southeastern Conference. He also told a bold-fac… [+1853 chars]",BroBible
"{'id': None, 'name': 'SB Nation'}",Dustin George-Miller,Postecoglou pleased with performance after steamy K-League friendly win,Ange continued to ramp up the intensity in Seoul’s sweltering weather conditions.,https://cartilagefreecaptain.sbnation.com/2024/7/31/24210457/tottenham-hotspur-news-friendly-k-league-all-stars-ange-postecoglou-press-conference,https://cdn.vox-cdn.com/thumbor/-FEyHt_XMd9lGRhiumTogrAdFuk=/0x39:5187x2755/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25553846/2164322234.jpg,2024-07-31T15:35:07Z,"Photo by Han Myung-Gu/Getty Images

 

 Ange continued to ramp up the intensity in Seoul’s sweltering weather conditions. There are plenty of things to talk about after Tottenham Hotspur’s thrilling… [+5144 chars]",SB Nation
"{'id': None, 'name': 'Www.gov.uk'}","Department for Culture, Media and Sport","Press release: Culture Secretary declares culture, media and sport sectors crucial to national growth mission","Nandy calls on DCMS to help contribute to the government’s national growth mission, bringing people together and improving living standards in more villages, towns and cities",https://www.gov.uk/government/news/culture-secretary-declares-culture-media-and-sport-sectors-crucial-to-national-growth-mission,https://assets.publishing.service.gov.uk/media/66aa582249b9c0597fdb08f6/s960_Lisa_speech_gov.uk_1.jpg,2024-07-31T15:30:01Z,"<ul><li>In her maiden speech, Culture Secretary Lisa Nandy sets out vision for unlocking growth and opportunity in the UKs £170 billion culture, media and sport sectors
</li><li>Event brings togethe… [+11914 chars]",Www.gov.uk
"{'id': None, 'name': 'Sky Sports'}",Dev Trehan,FA expected to finalise diversity reporting plans in time for new season,The Football Association is expected to finalise a new rule in time for the start of the new season making workforce diversity reporting a mandatory requirement for professional football clubs.,https://www.skysports.com/football/news/11095/13188138/football-association-expected-to-finalise-mandatory-diversity-reporting-plans-for-clubs-in-time-for-new-season,https://e0.365dm.com/21/03/1600x900/skysports-fa-flag-gv-fa-gv_5306063.jpg?20210315154348,2024-07-31T15:30:00Z,"The Football Association is expected to finalise a new rule in time for the start of the new season making workforce diversity reporting a mandatory requirement for professional football clubs.
The … [+6762 chars]",Sky Sports
"{'id': None, 'name': 'Mubi.com'}",,Before and After the Contest: Wraparound Sportscasting through the Ages,,https://mubi.com/en/notebook/posts/before-and-after-the-contest-wraparound-sportscasting-through-the-ages,,2024-07-31T15:29:02Z,"“The Sporting Image” is the summer 2024 edition of the Notebook Insert, a seasonal supplement on moving-image culture.Illustration by Ivy Johnson.The first-ever pregame sports commentary show, Footba… [+28219 chars]",Mubi.com
"{'id': 'football-italia', 'name': 'Football Italia'}",Apollo Heyes,Chiesa only stands to gain from Premier League move,Federico Chiesa’s future is still shrouded in doubt but links to the Premier League bode well for his career as his Juventus exit nears. The...,https://football-italia.net/chiesa-only-gain-premier-league/,https://icdn.football-italia.net/wp-content/uploads/2024/07/fbl-euro-2024-match28-cro-ita.jpg,2024-07-31T14:55:08Z,"Federico Chiesas future is still shrouded in doubt but links to the Premier League bode well for his career as his Juventus exit nears.
The 26-year-old Italian winger has been transfer listed by the… [+2303 chars]",Football Italia
"{'id': 'espn', 'name': 'ESPN'}",Jeff Carlisle,"What the Relevent, U.S. Soccer, FIFA lawsuit could mean for soccer in the USA","There is a potentially seismic shift ahead for soccer in the United States, and it's playing out in the U.S. court system. Here's what the Relevent lawsuit against U.S. Soccer could mean.",https://www.espn.com/soccer/story/_/id/40645598/relevent-fifa-us-soccer-lawsuit-explained,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2021%2F0701%2Fr875096_1296x729_16%2D9.jpg,2024-07-31T14:52:06Z,"A potentially seismic shift is taking place as it relates to the sport of soccer in the United States, though the tremors aren't being felt on the field, but in the U.S. court system.
Relevent Sport… [+20327 chars]",ESPN
"{'id': 'football-italia', 'name': 'Football Italia'}",Susy Campanale,Huijsen reveals key role of ex-Roma director in Bournemouth move,Dean Huijsen’s father reveals the crucial role former Roma director Tiago Pinto had bringing him to Bournemouth and warns ‘never say never’ to a Juventus return.,https://football-italia.net/huijsen-reveals-role-roma-director-bournemouth/,https://icdn.football-italia.net/wp-content/uploads/2024/02/Dean-Huijsen-shh-Roma-Frosinone.jpg,2024-07-31T14:46:33Z,"Dean Huijsens father reveals the crucial role former Roma director Tiago Pinto had bringing him to Bournemouth and warns never say never to a Juventus return.
The 19-year-old represents a massive pr… [+1463 chars]",Football Italia
"{'id': 'cbs-news', 'name': 'CBS News'}",Meredith Gordon,How to watch the Australia vs. U.S. Olympic women's soccer game,USA women's soccer (USNWT) faces Australia today. Find out how and when to watch the USA vs. Australia game.,https://www.cbsnews.com/essentials/how-to-watch-the-australia-vs-u-s-olympic-womens-soccer-game-today/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/07/30/ef1744b8-b548-4d1b-ba86-3324a9d7910e/thumbnail/1200x630/34b41ca93511ca43c94b57d5accae554/gettyimages-2164474120-1.jpg?v=8f1da8ceea4c14a7119ef5d6a2829966,2024-07-31T14:28:00Z,"Croix Bethune of the United States follows through on a shot during USWNT training at the training fields on July 30, 2024 in Marseille, France. 
Brad Smith/ISI/Getty Images
The U.S. Women's Nation… [+9777 chars]",CBS News
"{'id': 'football-italia', 'name': 'Football Italia'}",Wayne Girard,Calafiori becoming a Gunner is a good thing for the Azzurri,"WIth controversy over star players leaving abroad, Wayne Girard argues Calafiori’s move to Arsenal is a good thing for the Azzurri and Italian...",https://football-italia.net/calafiori-gunner-good-thing-azzurri/,https://icdn.football-italia.net/wp-content/uploads/2024/06/fbl-euro-2024-match04-ita-alb.jpg,2024-07-31T14:17:35Z,"WIth controversy over star players leaving abroad, Wayne Girard argues Calafioris move to Arsenal is a good thing for the Azzurri and Italian football.
When Paris Saint-Germain came knocking for the… [+2858 chars]",Football Italia
"{'id': 'cbs-news', 'name': 'CBS News'}",Meredith Gordon,How to watch today's USA vs. South Sudan men's basketball game,See how to watch LeBron James and Team USA men's basketball against South Sunday today at the 2024 Summer Olympics.,https://www.cbsnews.com/essentials/how-to-watch-the-usa-vs-south-sudan-olympic-mens-basketball-game-today/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/07/30/018a86b5-3428-4851-84c6-d7e77933b70d/thumbnail/1200x630/5ebac1d1064fbb860aba13731e6e72e6/gettyimages-2164071321-1.jpg?v=8f1da8ceea4c14a7119ef5d6a2829966,2024-07-31T14:17:12Z,Lebron James #6 of Team United States dunks the ball against Team Serbia during the first half of the Men's Group Phase - Group C game between Serbia and the United States on day two of the Olympic G… [+9972 chars],CBS News
"{'id': None, 'name': 'Sky Sports'}",Ben Grounds,Explained: How new Champions League format works and who has qualified,The Champions League has undergone a drastic revamp ahead of the 2024/25 season which sees the number of matches in the new format increase from 125 to 189.,https://www.skysports.com/football/news/11945/13143876/champions-league-2024-25-everything-you-need-to-know-about-the-new-format-of-europes-most-prestigious-club-competition,https://e0.365dm.com/24/05/1600x900/skysports-champions-league_6566998.jpg?20240527113436,2024-07-31T14:00:00Z,"The Champions League has undergone a drastic revamp ahead of the 2024/25 season which sees the number of matches in the new format increase from 125 to 189.
The league phase will now be completed at… [+5739 chars]",Sky Sports
"{'id': None, 'name': 'NDTV News'}",Agence France-Presse,'That's It For Me As A Coach' Says Ex-Liverpool Manager Jurgen Klopp,"Jurgen Klopp has ruled out a return to coaching in the near future, including for the vacant England job, saying Wednesday ""as of today, that's it for me as a coach"".",https://sports.ndtv.com/football/thats-it-for-me-as-a-coach-says-ex-liverpool-manager-jurgen-klopp-6232808,"https://c.ndtvimg.com/2022-08/4t56lce_jurgen-klopp-afp-_625x300_23_August_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",2024-07-31T13:51:28Z,"Jurgen Klopp has ruled out a return to coaching in the near future, including for the vacant England job, saying Wednesday ""as of today, that's it for me as a coach"". Speaking at a German Football Co… [+2152 chars]",NDTV News
"{'id': 'football-italia', 'name': 'Football Italia'}",Susy Campanale,Agent: Soulé ‘did not even listen’ to Leicester City when Roma called,Matias Soulé completed his transfer to Roma and his agent confirmed the player ‘did not want to even listen’ to Leicester City’s proposal and hints Juventus had to sell ‘due to financial problems.’,https://football-italia.net/agent-soule-did-not-listen-leicester-city-roma/,https://icdn.football-italia.net/wp-content/uploads/2024/07/Matias-Soule-Roma.jpg,2024-07-31T13:38:57Z,"Matias Soulé completed his transfer to Roma and his agent confirmed the player did not want to even listen to Leicester Citys proposal and hints Juventus had to sell due to financial problems.
The A… [+2278 chars]",Football Italia
"{'id': None, 'name': 'BBC News'}",BBC Sport,Klopp distances himself from England job,"Former Liverpool boss Jurgen Klopp says taking the England job would be ""the biggest loss of face in the history of football"".",https://www.bbc.com/sport/football/articles/c6p2y79xy0wo,https://ichef.bbci.co.uk/news/1024/branded_sport/74ff/live/2009f410-4f3c-11ef-aebc-6de4d31bf5cd.png,2024-07-31T13:14:24Z,"Former Liverpool boss Jurgen Klopp says it would be ""the biggest loss of face in the history of football"" if he were to take the England job.
The German has been linked with the vacancy along with o… [+1149 chars]",BBC News
"{'id': None, 'name': 'Incrediblethings.com'}",Jimmy Bell,10 of the Biggest Sporting Upsets in History,"Sport has a magical way of surprising us, especially when the underdog defies all odds and emerges victorious. These moments are what make sports so thrilling and unpredictable. 1. Leicester City Winning the Premier League (2015-2016) Leicester City, a team t…",https://incrediblethings.com/money/casino/10-of-the-biggest-sporting-upsets-in-history/,https://incrediblethings.com/wp-content/uploads/2020/11/bigstock-Sport-Objects-On-Black-And-Spo-324918952.jpg,2024-07-31T13:08:37Z,"Sport has a magical way of surprising us, especially when the underdog defies all odds and emerges victorious. These moments are what make sports so thrilling and unpredictable.
1. Leicester City Wi… [+6455 chars]",Incrediblethings.com
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Steven Chicken,Kylian Mbappe makes extravagant purchase just weeks after joining Real Madrid,Kylian Mbappe has spent an awful lot of money less than a month after being unveiled as a Real Madrid player,https://www.fourfourtwo.com/news/kylian-mbappe-makes-extravagant-purchase-just-a-few-weeks-after-joining-real-real-madrid,https://cdn.mos.cms.futurecdn.net/pyZ7RmmTNh7rDax6DAdRbi-1200-80.jpg,2024-07-31T13:00:53Z,"Kylian Mbappe has taken over a majority stake in French second-tier side Caen.
Properly know as Stade Malherbe Caen, the club were once on the verge of signing a young Mbappe before the former yo-yo… [+2704 chars]",FourFourTwo
